filename,ground_truth,predictions,similarity,evaluation,manual evaluation,remarks
../images/test/batch2/Chairs (3).jpg,Chairs,['chairs'],1,1,1,
../images/test/batch2/Refrigerator (5).jpg,Refrigerator,"['washing machine', 'fridge', 'cardboard box']",0.33,0,1,
../images/test/batch2/Paper Packaging (printed paper box etc).jpg,Paper Packaging (printed paper box etc),"['plant', 'chopping board', 'baking paper']",0,0,1,
../images/test/batch2/Stationery.jpg,Stationery,['highlighter'],0,0,1,
../images/test/batch2/Glass bakeware (5).jpg,Glass bakeware,['glass bakeware'],1,1,1,
../images/test/batch2/Music player.jpg,Music player,['cd player'],0,0,1,
../images/test/batch2/Hairdryer (4).jpg,Hairdryer,['hairdryer'],1,1,1,
../images/test/batch2/Power bank.jpg,Power bank,['battery charger'],0,0,1,
../images/test/batch2/Power bank (5).jpg,Power bank,['portable charger'],1,1,1,
../images/test/batch2/Beverage carton.jpg,Beverage carton,['carton box'],0,0,1,
../images/test/batch2/Food glass bottle (2).jpg,Food glass bottle,['sauce bottle'],0,0,1,
../images/test/batch2/Router (2).jpg,Router,"['router', 'battery charger']",1,1,1,
../images/test/batch2/Food glass bottle.jpg,Food glass bottle,['glass sauce bottle'],0,0,1,
../images/test/batch2/Crayon drawing (2).jpg,Crayon drawing,['crayon drawing'],1,1,1,
../images/test/batch2/Computer battery.jpg,Computer battery,['computer battery'],1,1,1,
../images/test/batch2/Perfume glass bottle.jpg,Perfume glass bottle,['perfume glass bottle'],1,1,1,
../images/test/batch2/Hairdryer (2).jpg,Hairdryer,['hairdryer'],1,1,1,
../images/test/batch2/Incandescent bulb (2).jpg,Incandescent bulb,"['led bulb', 'incandescent bulb', 'fluorescent bulb']",0.666666667,1,1,
../images/test/batch2/Music player (4).jpg,Music player,['cd player'],0,0,1,
../images/test/batch2/Lamp stand (2).jpg,Lamp stand,"['lamp stand', 'plant']",0.5,1,1,
../images/test/batch2/Non-food metal container (5).jpg,Non-food metal container,['biscuit tin'],0,0,1,
../images/test/batch2/Plastic bodywash bottle (5).jpg,Plastic bodywash bottle,['plastic bodywash bottle'],1,1,1,
../images/test/batch2/Tea pot (2).jpg,Tea pot,['tea pot'],1,1,1,
../images/test/batch2/Glass bakeware (3).jpg,Glass bakeware,['glass bakeware'],1,1,1,
../images/test/batch2/Glass condiment bottle (3).jpg,Glass condiment bottle,['glass condiment bottle'],1,1,1,
../images/test/batch2/Writing paper (3).jpg,Writing paper,['diary'],0,0,1,
../images/test/batch2/Glass bakeware.jpg,Glass bakeware,['glass bakeware'],1,1,1,
../images/test/batch2/Refrigerator (4).jpg,Refrigerator,"['fridge', 'plastic water bottle']",0,0,1,
../images/test/batch2/Hairdryer.jpg,Hairdryer,['hairdryer'],1,1,1,
../images/test/batch2/Router (5).jpg,Router,"['router', 'cardboard box']",1,1,1,
../images/test/batch2/Hairdryer (3).jpg,Hairdryer,['hairdryer'],1,1,1,
../images/test/batch2/Refrigerator (3).jpg,Refrigerator,['fridge'],1,1,1,
../images/test/batch2/Tea pot (4).jpg,Tea pot,"['tea pot', 'cups']",0.5,1,1,
../images/test/batch2/Textile.jpg,Textile,['fabric'],1,1,1,
../images/test/batch2/Non-food metal container (4).jpg,Non-food metal container,['metal container'],0.5,1,1,
../images/test/batch2/Lamp stand (4).jpg,Lamp stand,['lamp stand'],1,1,1,
../images/test/batch2/Glass condiment bottle.jpg,Glass condiment bottle,['glass condiment bottle'],1,1,1,
../images/test/batch2/Glitter paper (4).jpg,Glitter paper,['glitter paper'],1,1,1,
../images/test/batch2/Metal bottle cap.jpg,Metal bottle cap,['metal bottle cap'],1,1,1,
../images/test/batch2/Chairs.jpg,Chairs,['chair'],1,1,1,
../images/test/batch2/Air Conditioner (2).jpg,Air Conditioner,['electric fan'],0,0,1,
../images/test/batch2/Glitter paper (5).jpg,Glitter paper,['sandpaper'],0,0,0,prediction not found in nea list
../images/test/batch2/Desktop monitor.jpg,Desktop monitor,['desktop monitor'],1,1,1,
../images/test/batch2/Glass condiment bottle (4).jpg,Glass condiment bottle,['glass bottle'],0.5,1,1,
../images/test/batch2/Paper packaging with food.jpg,Paper packaging with food,"['pizza boxes', 'pizza']",0,0,1,
../images/test/batch2/Football shoes (without metal studs) (5).jpg,Football shoes (without metal studs),['football shoes (without metal studs)'],1,1,1,
../images/test/batch2/Football shoes (without metal studs).jpg,Football shoes (without metal studs),['football shoes (without metal studs)'],1,1,1,
../images/test/batch2/Luggage bag (3).jpg,Luggage bag,['luggage bag'],1,1,1,
../images/test/batch2/Metal paint container (4).jpg,Metal paint container,['metal paint cans'],1,1,1,
../images/test/batch2/Gift wrapping paper.jpg,Gift wrapping paper,['gift wrapping paper'],1,1,1,
../images/test/batch2/Food glass bottle (4).jpg,Food glass bottle,"['glass bottle', 'food jars']",0.5,1,1,
../images/test/batch2/Glass bakeware (4).jpg,Glass bakeware,['glass bakeware'],1,1,1,
../images/test/batch2/Plastic bodywash bottle (4).jpg,Plastic bodywash bottle,"['shampoo bottle', 'soap bottle']",0,0,1,
../images/test/batch2/Metal paint container (3).jpg,Metal paint container,['metal paint cans'],1,1,1,
../images/test/batch2/Glitter paper (3).jpg,Glitter paper,['glitter paper'],1,1,1,
../images/test/batch2/Medals (3).jpg,Medals,['medals'],1,1,1,
../images/test/batch2/Refrigerator (6).jpg,Refrigerator,['fridge'],1,1,1,
../images/test/batch2/Stationery (5).jpg,Stationery,['ruler'],0,0,1,
../images/test/batch2/Glass cup (2).jpg,Glass cup,['glass cup'],1,1,1,
../images/test/batch2/Glitter paper.jpg,Glitter paper,['glitter paper'],1,1,1,
../images/test/batch2/Gift wrapping paper (4).jpg,Gift wrapping paper,['gift wrapping paper'],1,1,1,
../images/test/batch2/Plastic egg trays (5).jpg,Plastic egg trays,['plastic egg trays'],1,1,1,
../images/test/batch2/Refrigerator.jpg,Refrigerator,['fridge'],1,1,1,
../images/test/batch2/Glass beer bottle (4).jpg,Glass beer bottle,['glass bottle'],0.5,1,1,
../images/test/batch2/Incandescent bulb.jpg,Incandescent bulb,['led bulb'],0,0,1,
../images/test/batch2/Glass cup (5).jpg,Glass cup,"['glass cup', 'tea pot']",1,1,1,
../images/test/batch2/Crayon drawing (4).jpg,Crayon drawing,"['crayon drawing', 'crayons']",1,1,1,
../images/test/batch2/Music player (3).jpg,Music player,['music player'],1,1,1,
../images/test/batch2/Textile (4).jpg,Textile,['fabric'],1,1,1,
../images/test/batch2/Music player (2).jpg,Music player,"['cd player', 'cd']",0,0,1,
../images/test/batch2/DVD player (4).jpg,DVD player,['dvd player'],1,1,1,
../images/test/batch2/Incandescent bulb (3).jpg,Incandescent bulb,"['light bulb', 'bubble wrap']",0.5,1,1,
../images/test/batch2/Tea pot.jpg,Tea pot,['tea pot'],1,1,1,
../images/test/batch2/Glass cup (4).jpg,Glass cup,"['glass cup', 'paper bag']",0.5,1,1,
../images/test/batch2/Glass condiment bottle (2).jpg,Glass condiment bottle,['soap bottle'],0,0,1,
../images/test/batch2/Plastic bodywash bottle (2).jpg,Plastic bodywash bottle,"['shampoo bottle', 'conditioner bottle', 'soap bottle']",0,0,1,
../images/test/batch2/Crayon drawing.jpg,Crayon drawing,"['crayon drawing', 'crayons']",1,1,1,
../images/test/batch2/Perfume glass bottle (4).jpg,Perfume glass bottle,['perfume glass bottle'],1,1,1,
../images/test/batch2/Football shoes (without metal studs) (4).jpg,Football shoes (without metal studs),['sports shoes'],0,0,1,
../images/test/batch2/Metal paint container.jpg,Metal paint container,['metal paint cans'],1,1,1,
../images/test/batch2/Medals (4).jpg,Medals,['medals'],1,1,1,
../images/test/batch2/Stationery (2).jpg,Stationery,['whiteboard marker'],0,0,1,
../images/test/batch2/Chairs (5).jpg,Chairs,['chair'],1,1,1,
../images/test/batch2/Textile (3).jpg,Textile,['fabric'],1,1,1,
../images/test/batch2/DVD player.jpg,DVD player,['dvd player'],1,1,1,
../images/test/batch2/Perfume glass bottle (3).jpg,Perfume glass bottle,['perfume glass bottle'],1,1,1,
../images/test/batch2/Air Conditioner (5).jpg,Air Conditioner,['air conditioner'],1,1,1,
../images/test/batch2/Food glass bottle (5).jpg,Food glass bottle,['food jars'],0,0,1,
../images/test/batch2/Paper receipt (2).jpg,Paper receipt,['paper receipt'],1,1,1,
../images/test/batch2/Metal bottle cap (2).jpg,Metal bottle cap,['metal bottle cap'],1,1,1,
../images/test/batch2/Computer battery (5).jpg,Computer battery,['computer battery'],1,1,1,
../images/test/batch2/Football shoes (without metal studs) (3).jpg,Football shoes (without metal studs),['football shoes (without metal studs)'],1,1,1,
../images/test/batch2/Gift wrapping paper (3).jpg,Gift wrapping paper,['gift wrapping paper'],1,1,1,
../images/test/batch2/Perfume glass bottle (2).jpg,Perfume glass bottle,['perfume glass bottle'],1,1,1,
../images/test/batch2/Medals (5).jpg,Medals,['medals'],1,1,1,
../images/test/batch2/Refrigerator (2).jpg,Refrigerator,['fridge'],1,1,1,
../images/test/batch2/Paper Packaging (printed paper box etc) (2).jpg,Paper Packaging (printed paper box etc),['cardboard box'],0,0,1,
../images/test/batch2/Spray cans.jpg,Spray cans,['aerosol cans'],1,1,1,
../images/test/batch2/Plant waste (2).jpg,Plant waste,"['plant waste', 'plastic bag']",0.5,1,1,
../images/test/batch2/Plant waste.jpg,Plant waste,['horticultural waste'],0,0,1,
../images/test/batch2/Paper receipt.jpg,Paper receipt,['paper receipt'],1,1,1,
../images/test/batch2/DVD player (2).jpg,DVD player,['dvd player'],1,1,1,
../images/test/batch2/Crayon drawing (3).jpg,Crayon drawing,['crayon drawing'],1,1,1,
../images/test/batch2/Chairs (4).jpg,Chairs,['chair'],1,1,1,
../images/test/batch2/Computer battery (2).jpg,Computer battery,['computer battery'],1,1,1,
../images/test/batch2/Router (4).jpg,Router,"['router', 'electronic cables', 'power adapter']",0.333333333,0,1,
../images/test/batch2/Perfume glass bottle (5).jpg,Perfume glass bottle,['perfume glass bottle'],1,1,1,
../images/test/batch2/Luggage bag.jpg,Luggage bag,['luggage bag'],1,1,1,
../images/test/batch2/Desktop monitor (3).jpg,Desktop monitor,"['desktop monitor', 'mouse', 'toys']",0.333333333,0,1,
../images/test/batch2/Glass beer bottle (5).jpg,Glass beer bottle,['beer can'],0,0,1,
../images/test/batch2/Non-food metal container (2).jpg,Non-food metal container,['biscuit tin'],0,0,1,
../images/test/batch2/Writing paper.jpg,Writing paper,['exercise book'],0,0,1,
../images/test/batch2/Plastic egg trays (4).webp,Plastic egg trays,['plastic egg trays'],1,1,1,
../images/test/batch2/Spray cans (2).jpg,Spray cans,['spray cans'],1,1,1,
../images/test/batch2/Writing paper (5).jpg,Writing paper,"['graph paper', 'notebook']",0,0,1,
../images/test/batch2/Gift wrapping paper (5).jpg,Gift wrapping paper,['gift wrapping paper'],1,1,1,
../images/test/batch2/Incandescent bulb (4).jpg,Incandescent bulb,['incandescent bulb'],1,1,1,
../images/test/batch2/Air Conditioner.jpg,Air Conditioner,['air conditioner'],1,1,1,
../images/test/batch2/Power bank (4).jpg,Power bank,['portable charger'],1,1,1,
../images/test/batch2/Glass beer bottle.jpg,Glass beer bottle,"['glass wine bottle', 'printed paper box']",0,0,1,
../images/test/batch2/Glass beer bottle (2).jpg,Glass beer bottle,['glass bottle'],0.5,1,1,
../images/test/batch2/Stationery (4).jpg,Stationery,['button cell battery'],0,0,0,actual item was eraser
../images/test/batch2/Desktop monitor (5).jpg,Desktop monitor,['desktop monitor'],1,1,1,
../images/test/batch2/Lamp stand (5).jpg,Lamp stand,['lamp stand'],1,1,1,
../images/test/batch2/Plastic bodywash bottle (3).jpg,Plastic bodywash bottle,"['soap bottle', 'shampoo bottle']",0.5,1,1,
../images/test/batch2/Medals.jpg,Medals,['medals'],1,1,1,
../images/test/batch2/Non-food metal container (3).jpg,Non-food metal container,['biscuit tin'],0,0,1,
../images/test/batch2/Power bank (2).jpg,Power bank,['portable charger'],1,1,1,
../images/test/batch2/Plastic egg trays.jpg,Plastic egg trays,['plastic egg trays'],1,1,1,
../images/test/batch2/Textile (2).jpg,Textile,['fabric'],1,1,1,
../images/test/batch2/Spray cans (3).jpg,Spray cans,['aerosol cans'],1,1,1,
../images/test/batch2/Desktop monitor (4).jpg,Desktop monitor,['desktop monitor'],1,1,1,
../images/test/batch2/Air Conditioner (3).jpg,Air Conditioner,['air conditioner'],1,1,1,
../images/test/batch2/Paper receipt (3).jpg,Paper receipt,['paper receipt'],1,1,1,
../images/test/batch2/Glass cup.jpg,Glass cup,['glass cup'],1,1,1,
../images/test/batch2/Power bank (3).jpg,Power bank,['portable charger'],1,1,1,
../images/test/batch2/Paper Packaging (printed paper box etc) (3).jpg,Paper Packaging (printed paper box etc),['carton box'],0,0,1,
../images/test/batch2/Plastic bodywash bottle.jpg,Plastic bodywash bottle,['plastic bodywash bottle'],1,1,1,
../images/test/batch2/Metal paint container (5).jpg,Metal paint container,['metal paint container'],1,1,1,
../images/test/batch2/Glass condiment bottle (5).jpg,Glass condiment bottle,['glass condiment bottle'],1,1,1,
../images/test/batch2/Football shoes (without metal studs) (2).jpg,Football shoes (without metal studs),['sports shoes'],0,0,1,
../images/test/batch2/Luggage bag (4).jpg,Luggage bag,['luggage bag'],1,1,1,
../images/test/batch2/Metal bottle cap (3).webp,Metal bottle cap,['metal bottle cap'],1,1,1,
../images/test/batch2/Computer battery (3).jpg,Computer battery,['rechargeable battery'],0,0,1,
../images/test/batch2/DVD player (5).jpg,DVD player,['dvd player'],1,1,1,
../images/test/batch2/Glass beer bottle (3).jpg,Glass beer bottle,['glass bottle'],0.5,1,1,
../images/test/batch2/Lamp stand.jpg,Lamp stand,['lamp stand'],1,1,1,
../images/test/batch2/Writing paper (4).jpg,Writing paper,"['notebook', 'diary']",0,0,1,
../images/test/batch2/Medals (2).jpg,Medals,['medals'],1,1,1,
../images/test/batch2/Food glass bottle (3).jpg,Food glass bottle,['glass bottle'],0.5,1,1,
../images/test/batch2/Router (3).jpg,Router,"['vase', 'router']",0.5,1,1,
../images/test/batch2/Desktop monitor (2).jpg,Desktop monitor,['desktop monitor'],1,1,1,
../images/test/batch2/Glitter paper (2).jpg,Glitter paper,['glitter paper'],1,1,1,
../images/test/batch2/Router.jpg,Router,"['router', 'electronic cables']",1,1,1,
../images/test/batch2/Incandescent bulb (5).jpg,Incandescent bulb,['light bulb'],1,1,1,
../images/test/batch2/Spray cans (4).jpg,Spray cans,['aerosol cans'],1,1,1,
../images/test/batch2/Gift wrapping paper (2).jpg,Gift wrapping paper,['gift wrapping paper'],1,1,1,
../images/test/batch2/Chairs (2).jpg,Chairs,['chair'],1,1,1,
../images/test/batch2/Lamp stand (3).jpg,Lamp stand,"['lamp stand', 'poster']",0.5,1,1,
../images/test/batch2/Hairdryer (5).jpg,Hairdryer,['hairdryer'],1,1,1,
../images/test/batch2/Tea pot (3).jpg,Tea pot,"['tea pot', 'ceramic products']",1,1,1,
../images/test/batch3/golf ball.jpeg,golf ball,['golf ball'],1,1,1,
../images/test/batch3/Newsletter (4).jpeg,Newsletter,['newsletter'],1,1,1,
../images/test/batch3/Textbooks (3).jpg,Textbooks,['books'],0,0,1,
../images/test/batch3/glasses.jpg,glasses,['glasses'],1,1,1,
../images/test/batch3/fluorescent lamp.jpg,fluorescent lamp,"['lamp', 'pen', 'bottle']",0,0,1,
../images/test/batch3/Disposable spoon (3).jpg,Disposable spoon,"['disposable spoon', 'disposable fork']",1,1,1,
../images/test/batch3/ironing board.jpg,ironing board,['ironing board'],1,1,1,
../images/test/batch3/Computer mouse (2).jpg,Computer mouse,"['computer mouse', 'computer mouse']",1,1,1,
../images/test/batch3/button cell battery.jpg,button cell battery,['button cell battery'],1,1,1,
../images/test/batch3/curtains.jpg,curtains,['curtains'],1,1,1,
../images/test/batch3/shot glass.jpeg,shot glass,"['shot glass', 'shot glass', 'shot glass']",1,1,1,
../images/test/batch3/bodywash bottle (3).jpeg,bodywash bottle,"['soap bottle', 'shampoo bottle', 'body lotion bottle']",0.33,0,1,
../images/test/batch3/borosilicate glassware.jpg,borosilicate glassware,['borosilicate glassware'],1,1,1,
../images/test/batch3/child seat.jpg,child seat,['child seat'],1,1,1,
../images/test/batch3/Ribbons (2).jpg,Ribbons,['ribbons'],1,1,1,
../images/test/batch3/plastic plate.jpg,plastic plate,['plastic plate'],1,1,1,
../images/test/batch3/joss sticks.jpg,joss sticks,['joss sticks'],1,1,1,
../images/test/batch3/food blender (4).jpg,food blender,['food blender'],1,1,1,
../images/test/batch3/Personal mobility devices.jpg,Personal mobility devices,['electric mobility scooter'],0,0,1,
../images/test/batch3/glass plate.jpg,glass plate,['glass plate'],1,1,1,
../images/test/batch3/blister pack (2).webp,blister pack,['blister pack'],1,1,1,
../images/test/batch3/Vacuum cleaner.jpg,Vacuum cleaner,['robot vacuum'],0,0,1,
../images/test/batch3/foolscap paper.jpg,foolscap paper,['notebook'],0,0,1,
../images/test/batch3/fluorescent bulb.jpg,fluorescent bulb,['fluorescent lamp'],0,0,1,
../images/test/batch3/Toaster oven.jpg,Toaster oven,['toaster oven'],1,1,1,
../images/test/batch3/anniversary card.webp,anniversary card,['anniversary card'],1,1,1,
../images/test/batch3/Notebook (3).jpeg,Notebook,['notebook'],1,1,1,
../images/test/batch3/laptop.jpg,laptop,['laptop'],1,1,1,
../images/test/batch3/cushion.jpg,cushion,['cushion'],1,1,1,
../images/test/batch3/Glass Tube.jpg,Glass Tube,['glass tube'],1,1,1,
../images/test/batch3/chocolate.jpg,chocolate,['wrapper'],0,0,1,
../images/test/batch3/Sanitary pad (4).jpg,Sanitary pad,"['sanitary pad', 'tampons']",0.6,1,1,
../images/test/batch3/ceramic plate.jpg,ceramic plate,['ceramic plate'],1,1,1,
../images/test/batch3/umbrella.jpg,umbrella,['umbrella'],1,1,1,
../images/test/batch3/school shoes.jpg,school shoes,['shoes'],0,0,1,
../images/test/batch3/Lamp fixture.jpeg,Lamp fixture,['lamp'],0,0,1,
../images/test/batch3/Cellphone (2).jpg,Cellphone,['cellphone'],1,1,1,
../images/test/batch3/shoes (2).jpg,shoes,['sneakers'],0,0,1,
../images/test/batch3/Rice cooker (4).jpg,Rice cooker,['rice cooker'],1,1,1,
../images/test/batch3/led bulb.jpg,led bulb,['led bulb'],1,1,1,
../images/test/batch3/sandles.jpg,sandles,['sandles'],1,1,1,
../images/test/batch3/Disposable shaver (4).jpg,Disposable shaver,['disposable shaver'],1,1,1,
../images/test/batch3/coffee capsules.jpg,coffee capsules,['coffee capsules'],1,1,1,
../images/test/batch3/Disposable spoon (2).jpg,Disposable spoon,['disposable spoon'],1,1,1,
../images/test/batch3/docking station.jpg,docking station,['docking station'],1,1,1,
../images/test/batch3/cd player (2).jpg,cd player,['cd player'],1,1,1,
../images/test/batch3/gift bag.jpeg,gift bag,"['gift bag', 'gift bag']",1,1,1,
../images/test/batch3/Playstation (3).jpg,Playstation,"['gaming console', 'gaming console controller']",0,0,1,
../images/test/batch3/Toaster oven (4).jpg,Toaster oven,['toaster oven'],1,1,1,
../images/test/batch3/wooden chopsticks.jpg,wooden chopsticks,['wooden chopsticks'],1,1,1,
../images/test/batch3/Steel wool.jpg,Steel wool,['steel wool'],1,1,1,
../images/test/batch3/disposable cup.jpg,disposable cup,['disposable cup'],1,1,1,
../images/test/batch3/Disposable shaver.jpg,Disposable shaver,"['disposable shaver', 'shaving cream']",0,0,1,
../images/test/batch3/plastic tupperware container.jpg,plastic tupperware container,['plastic tupperware container'],1,1,1,
../images/test/batch3/highlighter.jpg,highlighter,['highlighter'],1,1,1,
../images/test/batch3/Audio sound system.jpg,Audio sound system,['audio sound system'],1,1,1,
../images/test/batch3/pen.jpg,pen,"['pen', 'pen', 'pen', 'pen', 'pen', 'pen']",1,1,1,
../images/test/batch3/Battery charger.jpeg,Battery charger,"['battery charger', 'electronic cables']",0.5,0,1,
../images/test/batch3/cabinet.jpg,cabinet,['cabinet'],1,1,1,
../images/test/batch3/blister pack.jpg,blister pack,['blister pack'],1,1,1,
../images/test/batch3/Aerosol cans (4).jpeg,Aerosol cans,['aerosol cans'],1,1,1,
../images/test/batch3/e-scooter.jpg,e-scooter,['electric scooter'],0,0,1,
../images/test/batch3/plastic bottle cap.jpeg,plastic bottle cap,['plastic bottle cap'],1,1,1,
../images/test/batch3/Aerosol cans.jpg,Aerosol cans,['aerosol cans'],1,1,1,
../images/test/batch3/biscuits.jpg,biscuits,['biscuits'],1,1,1,
../images/test/batch3/dress shoes.jpg,dress shoes,['dress shoes'],1,1,1,
../images/test/batch3/post-it.jpg,post-it,"['post-it', 'graph paper', 'highlighter']",1,1,1,
../images/test/batch3/Textbooks.jpg,Textbooks,['books'],0,0,1,
../images/test/batch3/Drinking glass (3).jpg,Drinking glass,['glass cup'],0,0,1,
../images/test/batch3/parchment paper.jpg,parchment paper,['parchment paper'],1,1,1,
../images/test/batch3/biscuit tin.jpg,biscuit tin,['biscuit tin'],1,1,1,
../images/test/batch3/Speaker (3).jpg,Speaker,['audio sound system'],0,0,1,
../images/test/batch3/Pyrex glassware (2).jpg,Pyrex glassware,['glass bakeware'],0,0,1,
../images/test/batch3/printer.jpg,printer,['printer'],1,1,1,
../images/test/batch3/disposable cutlery.jpg,disposable cutlery,"['disposable fork', 'disposable spoon', 'disposable knife']",0,0,1,
../images/test/batch3/fridge.jpg,fridge,['fridge'],1,1,1,
../images/test/batch3/electric fan.jpg,electric fan,['standing fan'],0,0,1,
../images/test/batch3/Personal mobility devices (2).jpeg,Personal mobility devices,['electric mobility scooter'],0,0,1,
../images/test/batch3/Vase (2).jpg,Vase,['vase'],1,1,1,
../images/test/batch3/rechargeable battery.jpg,rechargeable battery,"['rechargeable battery', 'battery charger']",1,1,1,
../images/test/batch3/Battery charger (3).jpg,Battery charger,"['battery charger', 'electronic cables']",0.5,0,1,
../images/test/batch3/cd player (3).jpg,cd player,['cd player'],1,1,1,
../images/test/batch3/shoes (3).jpg,shoes,['sneakers'],0,0,1,
../images/test/batch3/robot cleaner.jpg,robot cleaner,['robot vacuum'],0,0,1,
../images/test/batch3/Shampoo.jpg,Shampoo,['shampoo bottle'],0,0,1,
../images/test/batch3/plaster.jpeg,plaster,['plaster'],1,1,1,
../images/test/batch3/Football.jpg,Football,['football'],1,1,1,
../images/test/batch3/Facial cleanser bottle (4).jpg,Facial cleanser bottle,['plastic facial cleanser bottle'],0,0,1,
../images/test/batch3/Toys (2).jpg,Toys,"['toys', 'toys']",1,1,1,
../images/test/batch3/shoes.jpg,shoes,"['sneakers', 'shoe box']",0,0,1,
../images/test/batch3/food blender.jpg,food blender,['food processor'],0,0,1,
../images/test/batch3/metal bottle cap.jpg,metal bottle cap,['metal bottle cap'],1,1,1,
../images/test/batch3/permanent marker.jpg,permanent marker,['permanent marker'],1,1,1,
../images/test/batch3/disposable bowl.jpeg,disposable bowl,['disposable bowl'],1,1,1,
../images/test/batch3/Football (5).jpg,Football,['football'],1,1,1,
../images/test/batch3/paper towel.jpg,paper towel,['kitchen towel'],0,0,1,
../images/test/batch3/Spectacles (4).jpg,Spectacles,['glasses'],1,1,1,
../images/test/batch3/toilet paper packaging.jpeg,toilet paper packaging,['toilet paper'],0,0,1,
../images/test/batch3/Speaker.jpg,Speaker,['audio sound system'],0,0,1,
../images/test/batch3/wooden chopsticks (3).jpg,wooden chopsticks,['wooden chopsticks'],1,1,1,
../images/test/batch3/paper towel tube.jpeg,paper towel tube,['toilet roll tube'],0,0,1,
../images/test/batch3/shoe rack.jpg,shoe rack,['shoe rack'],1,1,1,
../images/test/batch3/Calendar (2).jpg,Calendar,['calendar'],1,1,1,
../images/test/batch3/cooking pot.jpg,cooking pot,['cooking pot'],1,1,1,
../images/test/batch3/couch.jpg,couch,['sofa'],1,1,1,
../images/test/batch3/bag.jpg,bag,['bag'],1,1,1,
../images/test/batch3/cereal box.jpeg,cereal box,"['cereal box', 'cereal box', 'cereal box']",1,1,1,
../images/test/batch3/plastic facial cleanser bottle.jpg,plastic facial cleanser bottle,['plastic facial cleanser bottle'],1,1,1,
../images/test/batch3/diary.jpg,diary,['diary'],1,1,1,
../images/test/batch3/Rice cooker.jpg,Rice cooker,['rice cooker'],1,1,1,
../images/test/batch3/Drinking glass (2).jpeg,Drinking glass,['glass cup'],0,0,1,
../images/test/batch3/incandescent bulb.jpeg,incandescent bulb,['incandescent bulb'],1,1,1,
../images/test/batch3/sanitary pad.jpg,sanitary pad,['sanitary pad'],1,1,1,
../images/test/batch3/Football (4).jpg,Football,['football'],1,1,1,
../images/test/batch3/electronic cables.jpg,electronic cables,['electronic cables'],1,1,1,
../images/test/batch3/Ribbons (3).jpg,Ribbons,['ribbons'],1,1,1,
../images/test/batch3/cd casing.jpeg,cd casing,['cd'],0,0,1,
../images/test/batch3/tissue paper.jpeg,tissue paper,['tissue paper'],1,1,1,
../images/test/batch3/Speaker (2).jpg,Speaker,['audio sound system'],0,0,1,
../images/test/batch3/Playstation.jpg,Playstation,['gaming console'],0,0,1,
../images/test/batch3/cotton wool.jpg,cotton wool,['cotton wool'],1,1,1,
../images/test/batch3/food peels.jpg,food peels,['food peels'],1,1,1,
../images/test/batch3/plastic takeaway food container.jpg,plastic takeaway food container,['plastic tupperware container'],0,0,1,
../images/test/batch3/Pyrex glassware (3).jpg,Pyrex glassware,['glass bakeware'],0,0,1,
../images/test/batch3/mattress.jpg,mattress,"['bed frame', 'mattress']",0.5,0,1,
../images/test/batch3/Vase.jpg,Vase,['vase'],1,1,1,
../images/test/batch3/wii.jpeg,wii,"['wii', 'electronic cables']",0.5,0,1,
../images/test/batch3/masks.jpg,masks,"['masks', 'plastic packaging']",0.5,0,1,
../images/test/batch3/comic books.jpg,comic books,['books'],0,0,1,
../images/test/batch3/metal container.jpg,metal container,['biscuit tin'],0,0,1,
../images/test/batch3/ruler.jpg,ruler,['ruler'],1,1,1,
../images/test/batch3/Toys.jpg,Toys,['toys'],1,1,1,
../images/test/batch3/Steel wool (3).jpg,Steel wool,"['steel wool', 'plastic packaging']",0.5,0,1,
../images/test/batch3/Computer mouse (3).jpg,Computer mouse,['computer mouse'],1,1,1,
../images/test/batch3/clean aluminium tray.jpg,clean aluminium tray,['clean aluminium tray'],1,1,1,
../images/test/batch3/eraser.jpg,eraser,['eraser'],1,1,1,
../images/test/batch3/cookies.jpg,cookies,['cookies'],1,1,1,
../images/test/batch3/microwave oven.jpg,microwave oven,['microwave oven'],1,1,1,
../images/test/batch3/Cooking pot (2).jpg,Cooking pot,['cooking pot'],1,1,1,
../images/test/batch3/gaming console.jpg,gaming console,"['gaming console', 'electronic cables', 'compact disc', 'controller']",0.2,0,1,
../images/test/batch3/exam papers.jpg,exam papers,['exam papers'],1,1,1,
../images/test/batch3/Facial cleanser bottle (3).jpg,Facial cleanser bottle,['plastic facial cleanser bottle'],0,0,1,
../images/test/batch3/Portable charger (3).jpg,Portable charger,['portable charger'],1,1,1,
../images/test/batch3/Textbooks (4).jpg,Textbooks,['assessment books'],0,0,1,
../images/test/batch3/Toys (3).jpg,Toys,['toys'],1,1,1,
../images/test/batch3/Facial cleanser bottle (2).jpg,Facial cleanser bottle,['cosmetic glass bottle'],0,0,1,
../images/test/batch3/paper box.jpg,paper box,['cardboard box'],0,0,1,
../images/test/batch3/Clean aluminium foil.jpg,Clean aluminium foil,['clean aluminium foil'],1,1,1,
../images/test/batch3/Vacuum cleaner (2).jpg,Vacuum cleaner,['vacuum cleaner'],1,1,1,
../images/test/batch3/Pyrex glassware.jpg,Pyrex glassware,"['glass bakeware', 'glass bakeware']",0,0,1,
../images/test/batch3/radio.jpg,radio,['cd player'],0,0,1,
../images/test/batch3/toilet roll tube.jpg,toilet roll tube,['toilet roll tube'],1,1,1,
